min,max,range,median,mean,std_dev,skewness,kurtosis,vlf_power,lf_power,hf_power,total_power,lf_hf_ratio,lfnu,hfnu,Permutation_Entropy
-0.953045795612933,0.931400848514736,1.884446644127669,-0.3289856118059319,-0.25840690236987196,0.25568726963294597,0.8372044983780557,1.0950015930181864,22856.05646911967,577401.5548001399,152581.83906864517,752839.4503379046,3.7842089092947173,76.69650607987916,20.267513744153593,0.9666094803642726
-0.9495556034762652,0.9083113417718082,1.8578669452480734,-0.337748943307023,-0.33110378077646174,0.21099921214174466,1.2016888703828552,4.575918685459231,113074.21415995594,187723.33855853105,72219.74529859437,373017.29801708134,2.599335372651678,50.3256389332204,19.36096413826022,0.9660972733719462
-0.954840094918874,0.9405338560915372,1.895373951010411,-0.3320682473934794,-0.3076551325768179,0.2108386191811682,1.1510915412600575,4.845852355708053,131110.94984959177,172376.07035672455,30265.341698869513,333752.36190518585,5.695493943924751,51.64789527562776,9.068203001202265,0.9675401803234799
-0.943905484515145,0.9395205799746016,1.8834260644897465,-0.3348414879555369,-0.3358328498020843,0.14642372121003833,2.3968271693574907,20.211051151265465,6005.367960006235,15405.151629189317,10756.06479731774,32166.584386513292,1.4322293440469909,47.89178559986724,33.43862894509717,0.9756601760356954
-0.94965921758668,0.9286089272531728,1.8782681448398528,-0.3402192845537778,-0.3598237314060716,0.14660616142754657,1.850095084434053,21.150859689859498,17185.1838775314,16915.25510110186,10151.768166228721,44252.20714486198,1.6662373316771382,38.22465859325131,22.940704704279185,0.9814496199078324
-0.95915244478262,0.9141506757564196,1.8733031205390396,-0.32786830905910436,-0.24577045769340952,0.24761906105523623,1.0092001338620198,1.3007591691185905,69182.12756686643,579131.7733261538,61846.907989997555,710160.8088830177,9.363956778887252,81.5493851648961,8.70885962959206,0.9708161386450188
-0.969212200130118,0.9314868707013952,1.9006990708315132,-0.34261289633212705,-0.39559608326153906,0.19154376196258893,0.6353198111242152,7.8467291507782555,16440.069181072766,131707.930069629,10817.895618455328,158965.89486915708,12.17500470654711,82.85294790938408,6.8051676287919545,0.9599976625491722
-0.9462910622946208,0.9167467927730564,1.8630378550676772,-0.33625354997829976,-0.32440440433156786,0.2416279277262981,0.7544469531782674,2.4174585179555104,140627.47175697106,378993.25127939705,35434.5229905417,555055.2460269098,10.695593429621141,68.2802755207223,6.383963262068473,0.9569698528647905
-0.950996450882,0.9293770352954231,1.8803734861774233,-0.3303529909944522,-0.2783223739035656,0.23972470821637204,0.9762530095388081,1.6633331338505606,224572.4799578995,425779.8456953692,71953.5010031954,722305.8266564641,5.917430559445059,58.94730874127011,9.961639287373105,0.9772796654345117
-0.9480381520934932,0.9189521751489184,1.8669903272424115,-0.33430558843241204,-0.29103353909029417,0.23751936291753312,1.1376462664540925,2.446367281605788,167946.4097617804,390745.2652925915,53368.32191108229,612059.9969654541,7.321670446067569,63.841006964983194,8.719459232048866,0.9689286243556814
-0.9613892577087206,0.9334558386745264,1.894845096383247,-0.3410084143595201,-0.3721487646844033,0.1624286513412021,1.3219699790950747,14.141321370863963,38645.43110523994,40319.86525594345,11068.023172429112,90033.3195336125,3.6429147850342276,44.783270754435165,12.29325235342127,0.965394703394903
-0.9468697750912964,0.923412920980604,1.8702826960719006,-0.32829263486769966,-0.2786906267327812,0.2014807972061067,1.6154557783817483,5.440086866549109,31194.03139038237,223383.69881886424,38256.016028079925,292833.74623732653,5.839178304790037,76.28345492593034,13.064073563801426,0.9702858648853802
-0.9492621703599636,0.929771882643876,1.8790340530038396,-0.32668535061042353,-0.25904837783378215,0.21314489001016682,1.4421263983825463,3.0817497847920627,71778.91360115395,392361.7631862514,54946.80250664956,519087.4792940549,7.1407569737796575,75.5868285861668,10.585268321512155,0.9779370940152293
-0.9495377483298716,0.935288098082594,1.8848258464124656,-0.34591993297659296,-0.3960792301929681,0.1781866084992049,0.7387223657506069,9.41566422194925,14454.857688366661,111219.84048013792,9318.14664388747,134992.84481239205,11.935832814253471,82.38943377681021,6.902696699841742,0.966270986799959
-0.9498532179808622,0.9079917485442256,1.8578449665250878,-0.3277251391363491,-0.24904160275793857,0.26598406286840054,0.5904078757281853,0.5242870174627767,41603.653369824184,751705.204889069,109983.41426527787,903292.272524171,6.83471421496309,83.21838099959548,12.175839161995581,0.968259800082577
-0.9466177088641986,0.9348343370874906,1.8814520459516892,-0.33988193047355053,-0.34165201489436686,0.21506422621079663,0.9581035353653848,4.43722463777412,186954.87901132356,213413.20146810345,34900.798191533664,435268.87867096066,6.114851594422096,49.03019993520651,8.01821584352617,0.9661407863993905
-0.9587287431079052,0.928788808573129,1.887517551681034,-0.3435838613206724,-0.3729804203297919,0.17028622865924964,1.3991358263815363,14.000584655006065,13189.64019160191,55890.58231733991,18401.001845389168,87481.22435433099,3.037366268801538,63.888660372381835,21.03422989470103,0.968687547852372
-0.9532246498000548,0.9297544444941396,1.8829790942941944,-0.3376717487630777,-0.3406292126005938,0.20663468070850255,1.3423315470673647,5.609110458480734,149351.7455369408,171855.12419730134,38141.444130407435,359348.31386464956,4.505731969920184,47.82410757659252,10.61405957918968,0.9723941521290529
-0.9498230029567422,0.92910409361158,1.8789270965683222,-0.33522311981479613,-0.3444781881257774,0.12385905442718567,3.2746530864605083,36.4078776199758,677.1085111636994,4245.448546745768,5836.7633002033035,10759.320358112771,0.7273634938387672,39.458333848611574,54.24843861817212,0.9835267251537738
