min,max,range,median,mean,std_dev,skewness,kurtosis,vlf_power,lf_power,hf_power,total_power,lf_hf_ratio,lfnu,hfnu,Permutation_Entropy
-0.9573130068236796,0.927228120699382,1.8845411275230615,-0.3568735970302831,-0.38673639080429334,0.1951127366962447,1.69559561901909,11.523782391078843,56427.11720639367,20704.523400176397,10884.170582122193,88015.81118869226,1.9022600981819078,23.52364094649893,12.366153802511935,0.941174319581142
-0.9361527096292384,0.9258023115258424,1.8619550211550808,-0.350372653605005,-0.35711612276148375,0.16064729450452028,3.124629866453406,24.014069695666617,605.1918565476776,1199.3372470653721,3932.20486691488,5736.73397052793,0.3050037542948126,20.906272684542866,68.54431261962482,0.9639034223542904
-0.9293243146642052,0.9166372060240576,1.8459615206882627,-0.34108090971695415,-0.3042958908950293,0.21172393945000745,1.8832566664405448,6.213545364301028,125038.65494443061,212799.28348490194,37446.06700405308,375284.00543338567,5.682820667438025,56.703531300023556,9.978061004973979,0.9635211547390922
-0.9446822561618344,0.9325150132112614,1.8771972693730958,-0.3545324537010197,-0.3287171254605652,0.226769463249561,1.8480705816742384,5.858100592458955,139011.84311620815,238828.503651281,48655.92207506487,426496.268842554,4.908518705756387,55.99779437682426,11.40828786312941,0.951172324103977
-0.9604291506046878,0.9378462983351582,1.8982754489398461,-0.35756610437932723,-0.37106470813871695,0.1801118511638153,2.471970708078107,17.15266638656336,6842.883696571627,14249.843652164791,11324.163240748565,32416.89058948498,1.2583573151690834,43.958082940832675,34.93291008120861,0.9490911010052585
-0.9580037701629178,0.9351818635551656,1.8931856337180835,-0.35504353086456425,-0.38371042329608585,0.18164388332440687,1.9180225759266725,14.416475148060286,22730.137766102227,46948.6454314673,11210.473050991795,80889.25624856133,4.187927237139537,58.040644220044136,13.859038358003422,0.9533680953590097
-0.9342522920360457,0.933514099769826,1.8677663918058718,-0.35853561343458046,-0.3787041851184253,0.1777677014608909,2.1656668172070788,16.646761344004815,22013.58120634949,26792.913736270653,9248.864509209803,58055.35945182994,2.896886824278904,46.1506293118406,15.931112297881523,0.9569997771940085
-0.931460111120806,0.9246982144024976,1.8561583255233036,-0.34838877985835126,-0.35646953694994304,0.14861461448861735,3.2500991350584716,27.43668017652996,1039.0404668624662,3158.758375709859,3383.6928562363632,7581.491698808688,0.9335239662453596,41.66407484435033,44.63096433605615,0.9685822863037709
-0.9276487604899784,0.9236181557785595,1.8512669162685378,-0.34568652413189527,-0.35480885893143765,0.1491523129114509,3.2528043516834315,27.406184654479354,1018.7760415418097,2750.995875526398,4596.791753376866,8366.563670445074,0.5984599745040612,32.880833564254154,54.942410461956506,0.9732923639623038
-0.9509629464288912,0.9275317684349096,1.878494714863801,-0.3540267809568882,-0.3596719595644381,0.1673644599173148,3.0819350473287837,22.17159789453932,311.3434323811289,972.9871318658098,2580.074023871493,3864.4045881184315,0.3771159753028357,25.17819005953398,66.76511128788728,0.9568015399369791
-0.935021295162338,0.9181933797586408,1.8532146749209788,-0.3487345607790206,-0.35436456777269804,0.1544810148612606,3.108464509682545,24.68581344482871,21.524078013107275,647.5154351422782,2972.066666992535,3641.1061801479204,0.21786706278614731,17.783481258323885,81.62537756237019,0.9642761546557678
-0.9320042695001656,0.9245393414688958,1.8565436109690614,-0.35053053509572096,-0.3401622375954168,0.18253298040474134,2.5159043257299967,14.438310408043279,28210.15807583564,65064.58488890781,34700.0951717944,127974.83813653784,1.8750549405350008,50.8417012565311,27.11477949655421,0.9585190883156459
-0.9589590201444076,0.9318882439311484,1.890847264075556,-0.3524190349437416,-0.35994336863953524,0.18778684335295812,1.8079982785111588,11.405421108886554,36290.25470910281,68600.03420836148,52384.91649240424,157275.20540986853,1.3095379128514677,43.61783157719344,33.30780357646715,0.9570140391882295
-0.9501140718772264,0.9262734866249144,1.8763875585021408,-0.3641079263541146,-0.38776187309925353,0.19291355769751847,2.29814289356734,14.682817120904328,22721.36247706034,35707.81442442211,5651.381626679527,64080.55852816198,6.31842207502845,55.72331959111955,8.819182848095606,0.9470525998928683
-0.9617530397146776,0.9251018570397096,1.8868548967543872,-0.343432965461298,-0.3431457291012397,0.1463024089737159,2.981601017705793,25.54305730967229,5631.276629793104,8395.983844389666,4679.848049772928,18707.1085239557,1.7940718918848337,44.88124839623424,25.01641578536881,0.9683771969227675
-0.9239096752221942,0.9234902669917504,1.8473999422139447,-0.34627732695808566,-0.3542067214339389,0.1536749844184905,3.1526080914435006,25.90271848771059,904.0564175050408,1790.8491286448727,3288.2081599775843,5983.1137061274985,0.5446276639180535,29.931724794245625,54.95814255727791,0.9690212622885929
